variables,type,units,values,description
rotorse.rs.brs.layer_start_nd,intermediate,,"[[0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.16613836 0.17180127 0.17356408 0.24199078 0.24806134 0.25465133
  0.25823639 0.26060371 0.26185047 0.26161229 0.26081255 0.26231674
  0.26402735 0.27126114 0.27366032 0.27663823 0.27874511 0.27904085
  0.27805205 0.27506336 0.26774732 0.26203787 0.25142157 0.23806322
  0.22713446 0.21215315 0.19013613 0.15591778 0.10362535 0.08009451]
 [0.66614777 0.67234531 0.68116003 0.62565618 0.63217091 0.63585376
  0.63998753 0.64432499 0.64795853 0.6511168  0.65356262 0.65234045
  0.65045265 0.64095552 0.6356928  0.62793609 0.6202523  0.61369673
  0.60745521 0.6019908  0.59598027 0.59308008 0.58909607 0.58563415
  0.58359802 0.58098947 0.57747154 0.57208904 0.57339689 0.59684729]
 [0.19443411 0.20023461 0.2034648  0.20985913 0.21680988 0.22473252
  0.23047318 0.23511254 0.23881547 0.24131677 0.24339399 0.24777115
  0.25245366 0.2626957  0.26823324 0.27460993 0.28054095 0.28515759
  0.28912313 0.26924735 0.15010405 0.26663442 0.29282122 0.29160038
  0.29036809 0.28828892 0.28470286 0.27880225 0.26841981 0.24523263]
 [0.69444351 0.70077865 0.71106075 0.7210051  0.73181307 0.73805793
  0.74192309 0.74555238 0.74756319 0.74829535 0.74813068 0.74511023
  0.74148716 0.73206081 0.72721102 0.72134089 0.71582778 0.71163356
  0.70815871 0.68336645 0.56175767 0.67867243 0.70736157 0.70936109
  0.71126115 0.71382702 0.71773382 0.72373774 0.73399726 0.75672069]
 [0.48905595 0.48893839 0.48796411 0.48706864 0.48668455 0.48576547
  0.48502104 0.48531088 0.48564258 0.4857924  0.48611936 0.48627169
  0.48627317 0.48579129 0.48506303 0.48383156 0.48238805 0.48077685
  0.47894774 0.47684624 0.47359139 0.47152324 0.46807164 0.4638829
  0.45854522 0.4511866  0.44595877 0.44467843 0.44324233 0.44179699]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.95925412 0.95895293 0.9565692  0.95388656 0.95056337 0.94780072
  0.9455854  0.94397287 0.94256868 0.94189525 0.94165198 0.94093289
  0.94012219 0.93775085 0.9348865  0.93047603 0.92519004 0.92487708
  0.92502404 0.92507998 0.92496879 0.92485823 0.92470421 0.92478851
  0.93005609 0.93027525 0.93045139 0.93065362 0.93081265 0.93112403]
 [0.04074588 0.04104707 0.0434308  0.04611344 0.04943663 0.05219928
  0.0544146  0.05602713 0.05743132 0.05810475 0.05834802 0.05906711
  0.05987781 0.06224915 0.0651135  0.06952397 0.07480996 0.07512292
  0.07497596 0.07492002 0.07503121 0.07514177 0.07529579 0.07521149
  0.06994391 0.06972475 0.06954861 0.06934638 0.06918735 0.06887597]
 [0.22272986 0.22866794 0.23336552 0.30519775 0.31545386 0.32544802
  0.33085575 0.33465856 0.33693023 0.33733731 0.33709694 0.33988989
  0.34299578 0.35339757 0.35941354 0.36772761 0.37587724 0.38290041
  0.38967533 0.39578041 0.40279653 0.40628122 0.41109454 0.41700506
  0.41919031 0.42186213 0.42542975 0.43087324 0.43321427 0.41037074]
 [0.51094271 0.51093158 0.51109232 0.51151394 0.51274861 0.51314609
  0.51310658 0.51395159 0.51467968 0.51507905 0.51562235 0.51627311
  0.5168142  0.51755755 0.51822809 0.51906037 0.51995391 0.52094453
  0.52211804 0.52353357 0.52582167 0.52730935 0.52982516 0.53308866
  0.53739617 0.54310325 0.54601304 0.54471542 0.54334969 0.54177825]
 [0.72273926 0.72921198 0.74096147 0.68886315 0.69956343 0.70665045
  0.71260689 0.71837984 0.72303829 0.72684182 0.72984701 0.72991361
  0.72942107 0.72309195 0.72144602 0.71902547 0.71738444 0.71755629
  0.71907849 0.72270786 0.73102948 0.73732343 0.74876904 0.76133267
  0.77353861 0.78951013 0.81219362 0.84654949 0.89459762 0.91659409]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.05       0.05       0.05
  0.05       0.05       0.05       0.05       0.05       0.05
  0.05       0.05       0.04       0.05       0.05       0.05      ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional start point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.brs.layer_end_nd,intermediate,,"[[1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [0.22272986 0.22866794 0.23336552 0.30519775 0.31545386 0.32544802
  0.33085575 0.33465856 0.33693023 0.33733731 0.33709694 0.33988989
  0.34299578 0.35339757 0.35941354 0.36772761 0.37587724 0.38290041
  0.38967533 0.39578041 0.40279653 0.40628122 0.41109454 0.41700506
  0.41919031 0.42186213 0.42542975 0.43087324 0.43321427 0.41037074]
 [0.72273926 0.72921198 0.74096147 0.68886315 0.69956343 0.70665045
  0.71260689 0.71837984 0.72303829 0.72684182 0.72984701 0.72991361
  0.72942107 0.72309195 0.72144602 0.71902547 0.71738444 0.71755629
  0.71907849 0.72270786 0.73102948 0.73732343 0.74876904 0.76133267
  0.77353861 0.78951013 0.81219362 0.84654949 0.89459762 0.91659409]
 [0.19443411 0.20023461 0.2034648  0.20985913 0.21680988 0.22473252
  0.23047318 0.23511254 0.23881547 0.24131677 0.24339399 0.24777115
  0.25245366 0.2626957  0.26823324 0.27460993 0.28054095 0.28515759
  0.28912313 0.31451625 0.43708362 0.32072568 0.29282122 0.29160038
  0.29036809 0.28828892 0.28470286 0.27880225 0.26841981 0.24523263]
 [0.69444351 0.70077865 0.71106075 0.7210051  0.73181307 0.73805793
  0.74192309 0.74555238 0.74756319 0.74829535 0.74813068 0.74511023
  0.74148716 0.73206081 0.72721102 0.72134089 0.71582778 0.71163356
  0.70815871 0.72863534 0.84873723 0.73276369 0.70736157 0.70936109
  0.71126115 0.71382702 0.71773382 0.72373774 0.73399726 0.75672069]
 [0.51094271 0.51093158 0.51109232 0.51151394 0.51274861 0.51314609
  0.51310658 0.51395159 0.51467968 0.51507905 0.51562235 0.51627311
  0.5168142  0.51755755 0.51822809 0.51906037 0.51995391 0.52094453
  0.52211804 0.52353357 0.52582167 0.52730935 0.52982516 0.53308866
  0.53739617 0.54310325 0.54601304 0.54471542 0.54334969 0.54177825]
 [0.04074588 0.04104707 0.0434308  0.04611344 0.04943663 0.05219928
  0.0544146  0.05602713 0.05743132 0.05810475 0.05834802 0.05906711
  0.05987781 0.06224915 0.0651135  0.06952397 0.07480996 0.07512292
  0.07497596 0.07492002 0.07503121 0.07514177 0.07529579 0.07521149
  0.06994391 0.06972475 0.06954861 0.06934638 0.06918735 0.06887597]
 [1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [0.16613836 0.17180127 0.17356408 0.24199078 0.24806134 0.25465133
  0.25823639 0.26060371 0.26185047 0.26161229 0.26081255 0.26231674
  0.26402735 0.27126114 0.27366032 0.27663823 0.27874511 0.27904085
  0.27805205 0.27506336 0.26774732 0.26203787 0.25142157 0.23806322
  0.22713446 0.21215315 0.19013613 0.15591778 0.10362535 0.08009451]
 [0.48905595 0.48893839 0.48796411 0.48706864 0.48668455 0.48576547
  0.48502104 0.48531088 0.48564258 0.4857924  0.48611936 0.48627169
  0.48627317 0.48579129 0.48506303 0.48383156 0.48238805 0.48077685
  0.47894774 0.47684624 0.47359139 0.47152324 0.46807164 0.4638829
  0.45854522 0.4511866  0.44595877 0.44467843 0.44324233 0.44179699]
 [0.66614777 0.67234531 0.68116003 0.62565618 0.63217091 0.63585376
  0.63998753 0.64432499 0.64795853 0.6511168  0.65356262 0.65234045
  0.65045265 0.64095552 0.6356928  0.62793609 0.6202523  0.61369673
  0.60745521 0.6019908  0.59598027 0.59308008 0.58909607 0.58563415
  0.58359802 0.58098947 0.57747154 0.57208904 0.57339689 0.59684729]
 [0.95925412 0.95895293 0.9565692  0.95388656 0.95056337 0.94780072
  0.9455854  0.94397287 0.94256868 0.94189525 0.94165198 0.94093289
  0.94012219 0.93775085 0.9348865  0.93047603 0.92519004 0.92487708
  0.92502404 0.92507998 0.92496879 0.92485823 0.92470421 0.92478851
  0.93005609 0.93027525 0.93045139 0.93065362 0.93081265 0.93112403]
 [1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         0.95       0.95       0.95
  0.95       0.95       0.95       0.95       0.95       0.95
  0.95       0.95       0.95       0.95       0.95       0.95      ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional end point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.brs.root_M,intermediate,N*m,[ 13380906.74356526 -49752098.52756298        -0.        ],Blade root moment in blade c.s.
rotorse.rs.constr.strainU_spar,intermediate,,"[ 7.82628195e-04 -1.05610013e-03 -1.57604599e-03 -1.80529985e-03
 -2.25333189e-03 -2.53674071e-03 -2.62696512e-03 -2.70969889e-03
 -2.76789107e-03 -2.75149531e-03 -2.70783928e-03 -2.67325011e-03
 -2.62350573e-03 -2.60635663e-03 -2.57688334e-03 -2.56720849e-03
 -2.53778539e-03 -2.48386881e-03 -2.41346992e-03 -2.13958679e-03
 -1.62650896e-03 -1.94796276e-03 -1.99642506e-03 -1.85463038e-03
 -1.76380951e-03 -1.61732261e-03 -1.37671341e-03 -1.01469477e-03
 -4.97224540e-04  3.54690738e-07]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_spar,intermediate,,"[ 7.82628195e-04  1.00590879e-03  1.60346709e-03  1.87202352e-03
  2.22043158e-03  2.52389861e-03  2.61881033e-03  2.72004819e-03
  2.75166946e-03  2.69040441e-03  2.60032054e-03  2.52545328e-03
  2.44892302e-03  2.41880186e-03  2.40645221e-03  2.42843931e-03
  2.44512277e-03  2.45061438e-03  2.44746998e-03  2.42274726e-03
  1.68809655e-03  2.34458742e-03  2.29750200e-03  2.22637565e-03
  2.17349339e-03  2.04907191e-03  1.80347758e-03  1.39058397e-03
  7.14977333e-04 -5.83256495e-07]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.strainU_te,intermediate,,"[ 7.82628195e-04 -8.22611580e-04 -4.86897264e-04 -5.96908160e-04
 -1.44916674e-04  5.50825943e-05  2.20251063e-04  3.15641912e-04
  3.66290514e-04  3.66438096e-04  3.33506844e-04  2.87097595e-04
  2.43856290e-04  2.12419709e-04  1.93844099e-04  3.17785987e-04
  3.45298680e-04  3.86957488e-04  4.33812917e-04  4.77482251e-04
  3.91399444e-04  5.49593109e-04  5.65286794e-04  5.73215135e-04
  6.05211530e-04  6.05547066e-04  5.96005406e-04  4.63857269e-04
  2.35916751e-04 -3.82930345e-07]","strain in trailing edge on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_te,intermediate,,"[ 7.82628195e-04 -8.22611580e-04 -2.42271092e-05 -9.92024032e-05
  4.56405623e-04  7.44242461e-04  9.21428856e-04  9.61778181e-04
  9.52705870e-04  9.13791508e-04  8.47729464e-04  7.75097392e-04
  7.06570323e-04  6.60064275e-04  6.27877937e-04  6.83995754e-04
  6.94003498e-04  7.16138257e-04  7.41326932e-04  7.60429132e-04
  5.70277776e-04  7.75319112e-04  7.59527842e-04  7.38931955e-04
  7.34412704e-04  7.05127763e-04  6.47681393e-04  5.37130610e-04
  2.82221721e-04 -3.82930345e-07]","strain in trailing edge on lower surface at location xl,yl_strain with loads P_strain"
rotorse.s,intermediate,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.7        0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]","1D array of the non-dimensional spanwise grid defined along blade axis (0-blade root, 1-blade tip)"
rotorse.rs.constr.rated_Omega,intermediate,rpm,[7.88077303],rotor rotation speed at rated
rotorse.rs.constr.flap_mode_freqs,intermediate,Hz,[0.60991516 1.62333453 3.1098651  4.9724063  7.56394137],Frequencies associated with mode shapes in the flap direction
rotorse.rs.constr.edge_mode_freqs,intermediate,Hz,[ 0.88990588  2.80665108  5.51525239  9.56463651 14.10300481],Frequencies associated with mode shapes in the edge direction
rotorse.rs.constr.tors_mode_freqs,intermediate,Hz,[22.40591225  0.          0.          0.          0.        ],Frequencies associated with mode shapes in the torsional direction
rotorse.blade_span_cg,output,m,[28.5277808],Distance along the blade span for its center of gravity
rotorse.rs.x_az,output,m,"[ 0.          0.01458961  0.05222308  0.10814189  0.1742505   0.24113677
  0.30008558  0.34265121  0.35982107  0.34758647  0.3145081   0.26685814
  0.21087049  0.1404773   0.03804705 -0.09075292 -0.23512381 -0.39413733
 -0.58577711 -0.80529181 -1.1155553  -1.29121723 -1.5637297  -1.85903588
 -2.17067421 -2.49837779 -2.84335536 -3.20952152 -3.59684443 -4.        ]",location of blade in azimuth x-coordinate system (prebend)
rotorse.rs.y_az,output,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",location of blade in azimuth y-coordinate system (sweep)
rotorse.rs.z_az,output,m,"[  3.           6.44814717   9.89629433  13.3444415   16.79258866
  20.24073583  23.68888299  27.13703016  30.58517733  34.03332449
  37.48147166  40.92961882  44.37776599  47.82591316  51.27406032
  54.72220749  58.17035465  61.61850182  65.06664898  68.51479615
  72.99738747  75.41109048  78.85923765  82.30738481  85.75553198
  89.20367915  92.65182631  96.09997348  99.54812064 102.99626781]",location of blade in azimuth z-coordinate system (from root to tip)
rotorse.rs.frame.Px_af,intermediate,N/m,"[ 1278.654018    1345.86582767  1578.56550382  2012.15396176
  2483.54584503  2945.32902922  3437.69830147  4068.19193052
  4783.78679514  5610.77919791  6557.34311417  7557.41664063
  8761.02147778 10027.36451246 11505.13351406 12518.2528861
 13256.45081549 13750.17995026 14038.57668544 14141.82426485
 15739.36787621 13888.12760286 13581.49585691 13073.27001486
 12332.46822837 11261.19010015  9986.68341878  8481.58268014
  6697.28184803  4460.26629587]",distributed load (force per unit length) in airfoil x-direction
rotorse.rs.frame.Py_af,intermediate,N/m,"[  537.43679136   546.2541528    396.53212125    58.09920308
  -357.53169527  -680.11612068  -910.68236177 -1137.64360685
 -1350.88062626 -1593.70290047 -1849.60028476 -2098.43278847
 -2391.45533928 -2683.87624651 -3021.22453237 -3201.02779076
 -3285.61704914 -3307.17057015 -3292.53295571 -3263.73539411
 -3169.8894643  -3197.33258609 -3157.14194065 -3089.10592821
 -2975.39721629 -2795.27660017 -2535.83883153 -2202.88870846
 -1778.09536491 -1219.25048648]",distributed load (force per unit length) in airfoil y-direction
rotorse.rs.frame.Pz_af,intermediate,N/m,"[-17576.8664126   -9993.87896458  -4579.88564945   -889.62605299
   1613.47644427   3220.03671987   4382.26826263   5258.88984232
   5987.60803072   6678.84866539   7398.53940225   8106.65509749
   8791.23116358   9268.08149319   9579.74204931   9467.9414586
   9288.66941609   8838.67280724   8251.80663195   7629.9522539
  20614.83392756   6186.79927224   5394.2644655    4638.35004795
   3797.36962834   3091.99903352   2470.74775662   1853.49230432
   1283.11162398    600.26227057]",distributed load (force per unit length) in airfoil z-direction
rotorse.A,output,m**2,"[1.17332119 0.9608292  0.96597101 1.13520441 0.96503109 0.85583603
 0.7960698  0.75228302 0.72090859 0.6992835  0.68144707 0.65766565
 0.63139576 0.58982258 0.54058653 0.47922854 0.42078217 0.36627596
 0.31400477 0.26528499 0.32478769 0.18003482 0.14302711 0.11138034
 0.0843796  0.06145788 0.04337051 0.02873191 0.01772264 0.00628551]",airfoil cross section material area
rotorse.EA,output,N,"[3.27477995e+10 2.91266533e+10 2.55394610e+10 2.23343457e+10
 1.97767360e+10 1.85207715e+10 1.78423732e+10 1.73085859e+10
 1.67805148e+10 1.62106443e+10 1.56080864e+10 1.49346668e+10
 1.41994551e+10 1.33514446e+10 1.24879443e+10 1.15034473e+10
 1.05887582e+10 9.60298235e+09 8.65352122e+09 7.77564183e+09
 9.96972206e+09 6.13089657e+09 5.36282319e+09 4.62123551e+09
 3.75311713e+09 2.99814930e+09 2.32874038e+09 1.71759573e+09
 1.13565795e+09 4.94767164e+08]",axial stiffness
rotorse.EIxx,output,N*m**2,"[7.98109529e+10 6.56800085e+10 5.40632541e+10 4.53063142e+10
 3.62253619e+10 3.06634142e+10 2.70710469e+10 2.43120392e+10
 2.24192617e+10 2.11476631e+10 2.02713039e+10 1.93546795e+10
 1.83512091e+10 1.67864636e+10 1.46490327e+10 1.17409256e+10
 9.39210416e+09 7.12023328e+09 5.23625641e+09 3.76700749e+09
 3.15066698e+09 1.83654526e+09 1.24653157e+09 8.25166826e+08
 4.97434774e+08 2.93505023e+08 1.64022527e+08 8.31664974e+07
 3.51086851e+07 5.89298422e+06]",edgewise stiffness (bending about :ref:`x-axis of airfoil aligned coordinate system <blade_airfoil_coord>`)
rotorse.EIyy,output,N*m**2,"[7.98078947e+10 7.57266022e+10 5.66872476e+10 3.89020934e+10
 2.53424121e+10 1.74150429e+10 1.37591616e+10 1.08824222e+10
 8.87507348e+09 7.66581795e+09 6.75109907e+09 5.88441402e+09
 5.12285931e+09 4.29515471e+09 3.51938033e+09 2.76905473e+09
 2.15223418e+09 1.65349919e+09 1.24833088e+09 9.23920516e+08
 8.31528350e+08 4.62862355e+08 3.09132640e+08 1.94035248e+08
 1.09589890e+08 5.69275940e+07 2.65755541e+07 1.03346654e+07
 2.90063854e+06 4.09179978e+05]",flapwise stiffness (bending about y-axis of airfoil aligned coordinate system)
rotorse.EIxy,output,N*m**2,"[ 6.85673811e+05  3.94470468e+09  4.98813130e+09  3.74737557e+09
  3.04993251e+09  2.22808913e+09  1.72544856e+09  1.34403371e+09
  1.08595357e+09  9.28540361e+08  8.39148344e+08  7.60645281e+08
  6.87561310e+08  5.91123793e+08  4.79508014e+08  3.60643688e+08
  2.64226933e+08  1.77860800e+08  1.12685350e+08  6.66592736e+07
  4.93133680e+07  1.64853646e+07  5.15089566e+06 -1.38862157e+06
 -3.20411060e+06 -2.91580816e+06 -1.92060658e+06 -9.81628331e+05
 -6.27911695e+05 -1.37288075e+05]",coupled flap-edge stiffness
rotorse.GJ,output,N*m**2,"[4.66985924e+10 3.76457553e+10 5.46410852e+10 4.04435092e+10
 2.46043995e+10 1.56645828e+10 1.12220302e+10 7.82507703e+09
 5.78345941e+09 4.78407843e+09 4.19151935e+09 3.62157535e+09
 3.14804238e+09 2.50910838e+09 1.94927116e+09 1.32628650e+09
 9.03765559e+08 6.44225768e+08 4.38918741e+08 2.89162811e+08
 2.01627139e+08 1.13563781e+08 6.53377406e+07 3.52209049e+07
 1.78357443e+07 8.30465812e+06 3.68167932e+06 1.36982330e+06
 3.99148580e+05 6.86942891e+04]",torsional stiffness (about axial z-direction of airfoil aligned coordinate system)
rotorse.rhoA,output,kg/m,"[2266.06551636 1848.16748355 1498.54104232 1260.89737201  981.62490733
  806.81197576  691.60672189  605.93542572  543.41343076  500.02930583
  471.35647117  449.44590373  431.43355023  408.13024125  382.67780542
  346.0463532   312.86272998  276.14228769  240.47669255  208.33628024
  520.06715301  149.98928759  123.87477709  101.17795317   78.87710284
   61.30363795   46.86362127   33.7018209    22.40358098   10.07607403]",mass per unit length
rotorse.rhoJ,output,kg*m,"[1.10478219e+04 8.98354583e+03 6.55513102e+03 4.62633398e+03
 3.09405417e+03 2.27120896e+03 1.82847726e+03 1.51622400e+03
 1.31255891e+03 1.18847401e+03 1.11064926e+03 1.03781173e+03
 9.73455925e+02 8.69276076e+02 7.53044543e+02 5.97381544e+02
 4.73477020e+02 3.61726698e+02 2.68431953e+02 1.94284323e+02
 1.92332091e+02 9.36028221e+01 6.19636346e+01 3.93704820e+01
 2.30334378e+01 1.29289496e+01 6.73798179e+00 3.01013630e+00
 1.09876492e+00 1.84573555e-01]",polar mass moment of inertia per unit length
rotorse.x_ec,output,m,"[-3.12732187e-16  4.13669560e-06 -2.09349926e-05 -1.53390759e-03
 -1.67652645e-03 -1.56259095e-03 -1.32271430e-03 -8.91521607e-04
 -5.71852132e-04 -3.91972053e-04 -2.78266989e-04 -2.02680116e-04
 -1.53933146e-04 -1.53653723e-04 -1.87320536e-04 -2.01472556e-04
 -1.18653508e-04 -2.02644451e-04 -1.94221925e-04 -1.40645878e-04
 -7.06825110e-05 -1.42133775e-04 -1.39966406e-04 -1.42560712e-04
 -1.35323234e-04 -1.26661483e-04 -1.18948208e-04 -1.11128704e-04
 -1.00661503e-04  1.04083409e-17]",x-distance to elastic center from point about which above structural properties are computed (airfoil aligned coordinate system)
rotorse.y_ec,output,m,"[ 1.59919820e-18  5.09048139e-04  6.90049889e-03  1.14788578e-02
  1.78556824e-02  2.14667401e-02  2.07055293e-02  1.66317503e-02
  1.45784165e-02  1.51131991e-02  1.78064078e-02  2.02926290e-02
  2.18322827e-02  2.15917663e-02  1.97964327e-02  1.51873363e-02
 -3.29973467e-03  7.41595552e-03  4.44344633e-03 -1.72920758e-03
 -9.71191964e-04 -1.09769603e-03 -8.68326188e-04 -6.76140343e-04
 -5.21738752e-04 -4.12579907e-04 -3.50436825e-04 -3.23785563e-04
 -3.63596287e-04  0.00000000e+00]",y-distance to elastic center from point about which above structural properties are computed
rotorse.rs.strains.EI11,intermediate,N*m**2,"[7.98077480e+10 6.43162644e+10 5.02166953e+10 3.71742145e+10
 2.45452153e+10 1.70498998e+10 1.35388743e+10 1.07491219e+10
 8.78850582e+09 7.60213383e+09 6.69918580e+09 5.84157070e+09
 5.08719499e+09 4.26722510e+09 3.49874605e+09 2.75457367e+09
 2.14260374e+09 1.64771669e+09 1.24514842e+09 9.22358397e+08
 8.30480217e+08 4.62664443e+08 3.09104239e+08 1.94032097e+08
 1.09563348e+08 5.68916102e+07 2.65486861e+07 1.03214145e+07
 2.88838856e+06 4.05745096e+05]",stiffness w.r.t principal axis 1
rotorse.rs.strains.EI22,intermediate,N*m**2,"[7.98110996e+10 7.70903387e+10 6.05325903e+10 4.70311977e+10
 3.70161978e+10 3.10199773e+10 2.72836537e+10 2.44405380e+10
 2.25022575e+10 2.12076420e+10 2.03182672e+10 1.93913723e+10
 1.83801049e+10 1.68081684e+10 1.46647725e+10 1.17527529e+10
 9.40161916e+09 7.12548725e+09 5.23926768e+09 3.76854621e+09
 3.15170566e+09 1.83673566e+09 1.24655582e+09 8.25167770e+08
 4.97460225e+08 2.93540448e+08 1.64049076e+08 8.31795471e+07
 3.51207734e+07 5.89641911e+06]",stiffness w.r.t principal axis 2
rotorse.rs.strains.alpha,intermediate,deg,"[12.07607196 70.92905565 52.37144679 24.75102407 14.64465053  9.30332018
  7.27251357  5.66237745  4.55686842  3.92294029  3.5396405   3.22347088
  2.96908003  2.70488546  2.46375363  2.29908485  2.08737044  1.86183007
  1.61744156  1.34235154  1.21757215  0.68742991  0.31478231 -0.12610273
 -0.47333599 -0.70606471 -0.80045252 -0.77209653 -1.11652246 -1.43321375]",Angle between blade c.s. and principal axes
rotorse.rs.strains.M1,intermediate,N*m,"[-3.61919048e+07 -3.40418711e+07 -2.02961961e+07 -3.32970287e+07
 -3.76881374e+07 -3.62773396e+07 -3.37550212e+07 -3.10031459e+07
 -2.82404337e+07 -2.55372366e+07 -2.29318683e+07 -2.04353569e+07
 -1.80523625e+07 -1.57913762e+07 -1.36634221e+07 -1.16824378e+07
 -9.85651021e+06 -8.19079912e+06 -6.68945978e+06 -5.35412809e+06
 -3.87693331e+06 -3.17953454e+06 -2.31268996e+06 -1.60036804e+06
 -1.03617747e+06 -6.11000038e+05 -3.11810292e+05 -1.22774388e+05
 -2.57529875e+04  4.80870546e+00]",distribution along blade span of bending moment w.r.t principal axis 1
